text,label,char_length,word_count,text_clean,intent
My accounts been charged a payment for something I didn't make.,1,63,11,my accounts been charged a payment for something i didn't make,Fraud / Disputed Payment
Why didn't I get the amount I requested at the ATM?,3,51,11,why didn't i get the amount i requested at the atm,ATM Partial Withdrawal
Do charge fees for transfers?,7,29,5,do charge fees for transfers,Transfer Fee
I was charged more than once for a card payment I made.,5,55,12,i was charged more than once for a card payment i made,Duplicate Transaction
"I put cash in my account, but I don't see it.",2,45,11,i put cash in my account but i don't see it,Deposit Delay
How long will it take for my transferred money to show up?,9,58,12,how long will it take for my transferred money to show up,Missing Money
I did not receive the right amount of cash I requested,3,54,11,i did not receive the right amount of cash i requested,ATM Partial Withdrawal
I sent a payment but it isn't showing up in the app,8,51,12,i sent a payment but it isn't showing up in the app,Transfer Delay
"I just transferred some money into my account and do not see it updated yet, can you assist?",9,92,18,i just transferred some money into my account and do not see it updated yet can you assist,Missing Money
I did a bank transfer and my balance isn't current.,9,51,10,i did a bank transfer and my balance isn't current,Missing Money
"A couple weeks ago some money was deducted from my account by some seller that I don't remember. I'm pretty sure I didn't do that, but is it possible to trace back who that is just to make sure?",1,194,39,a couple weeks ago some money was deducted from my account by some seller that i don't remember i'm pretty sure i didn't do that but is it possible to trace back who that is just to make sure,Fraud / Disputed Payment
I make payments for my place abroad using this account and since i use it so frequently I was wondering why did the fees increase suddenly rather than decreasing? I would think customers like me should receive incentives for using your service,7,243,42,i make payments for my place abroad using this account and since i use it so frequently i was wondering why did the fees increase suddenly rather than decreasing i would think customers like me should receive incentives for using your service,Transfer Fee
"Hello, I have noticed a problem on my recent withdrawal at the banks atm machine.  I made a transaction and upon receiving my funds from the machine, a fee was assessed to my withdrawal.  Are these types of transactions free of charge?",4,235,44,hello i have noticed a problem on my recent withdrawal at the banks atm machine i made a transaction and upon receiving my funds from the machine a fee was assessed to my withdrawal are these types of transactions free of charge,Cash Withdrawal Charge
My account is showing a double charge.,5,38,7,my account is showing a double charge,Duplicate Transaction
"I transferred 7,000 to a receiver outside the EU and they received a lesser amount than what I sent, Unfortunately, now I must send an additional transfer to the receiver so that they can receive the full amount I initially sent.  I'm not sure why they received a lesser amount than what I initially sen, but can you please look into this and let me know what happened?",7,369,69,i transferred 7 000 to a receiver outside the eu and they received a lesser amount than what i sent unfortunately now i must send an additional transfer to the receiver so that they can receive the full amount i initially sent i'm not sure why they received a lesser amount than what i initially sen but can you please look into this and let me know what happened,Transfer Fee
Has the check I deposited cleared to I can get the cash?,2,56,12,has the check i deposited cleared to i can get the cash,Deposit Delay
When will the check I deposited post to my account?,2,51,10,when will the check i deposited post to my account,Deposit Delay
I attempted to get money in cash but it was refused!,6,52,11,i attempted to get money in cash but it was refused,Declined Withdrawal
The ATM is messed up. It gave me less than I wanted.,3,52,12,the atm is messed up it gave me less than i wanted,ATM Partial Withdrawal
"I was charged twice for a restaurant, can you take the second charge off?",5,73,14,i was charged twice for a restaurant can you take the second charge off,Duplicate Transaction
I did not get all the cash at ATM.,3,34,9,i did not get all the cash at atm,ATM Partial Withdrawal
I sent money to someone but they haven't gotten it yet,8,54,11,i sent money to someone but they haven't gotten it yet,Transfer Delay
Why won't the ATM let me withdraw money?,6,40,8,why won't the atm let me withdraw money,Declined Withdrawal
I am just waiting on the completion of the transaction.,8,55,10,i am just waiting on the completion of the transaction,Transfer Delay
There is the same transaction showing more than once.,5,53,9,there is the same transaction showing more than once,Duplicate Transaction
Why isn't my deposit in my account?,2,35,7,why isn't my deposit in my account,Deposit Delay
I have been charged a fee for getting cash,4,42,9,i have been charged a fee for getting cash,Cash Withdrawal Charge
Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side.,8,197,41,could you please help me i made my rent payment and have double checked that i sent it to the right account the person receiving it says he has not received it but it shows complete on my side,Transfer Delay
